Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Season
Zubaidi Zulkifle (MAS),4,4,0,31,22,7.75,29,106.89,0,0,1,2,2,2019/20
Zubaidi Zulkifle (MAS),14,13,0,234,36,18.00,158,148.10,0,0,0,30,9,2023
Zubaidi Zulkifle (MAS),10,10,1,252,96,28.00,138,182.60,0,1,2,20,19,2022
Zubaid Akbari (AFG),1,1,0,5,5,5.00,8,62.50,0,0,0,1,0,2023
Zou Kui (CHN),6,5,1,12,10,3.00,29,41.37,0,0,3,0,0,2023/24
Zou Kui (CHN),1,-,-,-,-,-,-,-,-,-,-,-,-,2023
Zong Yuechao (CHN),7,6,2,29,19*,7.25,53,54.71,0,0,2,4,0,2023/24
Zong Yuechao (CHN),1,1,0,6,6,6.00,12,50.00,0,0,0,0,0,2023
Zoheb Malek (MLT),1,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
Zohaib Sarwar (PORT),4,4,1,45,33*,15.00,46,97.82,0,0,2,1,4,2019/20
Zohaib Sarwar (PORT),8,4,1,38,23*,12.66,30,126.66,0,0,1,2,2,2023
Zohaib Sarwar (PORT),2,2,1,9,6*,9.00,17,52.94,0,0,0,0,0,2022
Zishan Shah (DEN),6,5,1,88,50,22.00,87,101.14,0,1,0,7,1,2019
Ziaur Rehman (FIN),4,4,2,40,37*,20.00,51,78.43,0,0,0,3,0,2024
Ziaur Rehman (FIN),1,1,0,0,0,0.00,4,0.00,0,0,1,0,0,2019
Ziaur Rehman (FIN),5,5,0,66,29,13.20,62,106.45,0,0,0,6,1,2022
Ziaur Rahman (BAN),4,4,0,15,9,3.75,17,88.23,0,0,2,0,1,2013/14
Ziaur Rahman (BAN),1,1,0,2,2,2.00,7,28.57,0,0,0,0,0,2013
Ziaur Rahman (BAN),3,2,2,15,14*,-,17,88.23,0,0,0,0,1,2012/13
Ziaur Rahman (BAN),6,5,1,85,40*,21.25,50,170.00,0,0,1,3,8,2012
Ziaur Rahman (AFG),1,-,-,-,-,-,-,-,-,-,-,-,-,2018/19
Zhuang Zelin (CHN),7,7,1,13,4,2.16,38,34.21,0,0,1,0,0,2023/24
Zhuang Zelin (CHN),4,4,0,38,33,9.50,54,70.37,0,0,2,2,0,2023
Zhao Tianle (CHN),5,4,0,6,4,1.50,23,26.08,0,0,1,0,0,2023/24
Zhao Tianle (CHN),2,2,0,0,0,0.00,5,0.00,0,0,2,0,0,2023
Zeshan Arif (Aut),5,1,1,25,25*,-,21,119.04,0,0,0,1,1,2024
Zeshan Arif (Aut),3,-,-,-,-,-,-,-,-,-,-,-,-,2019
Zeeshan Siddiqui (OMA),4,4,1,42,33*,14.00,47,89.36,0,0,0,4,0,2015/16
Zeeshan Siddiqui (OMA),1,1,0,18,18,18.00,16,112.50,0,0,0,3,0,2015
Zeeshan Sarwar (CYP),4,4,0,116,61,29.00,79,146.83,0,1,1,4,10,2021/22
Zeeshan Maqsood (OMA),17,16,2,211,45*,15.07,197,107.10,0,0,0,19,7,2024
Zeeshan Maqsood (OMA),8,7,1,198,56*,33.00,156,126.92,0,1,1,17,9,2023/24
Zeeshan Maqsood (OMA),7,5,1,190,102*,47.50,105,180.95,1,1,1,15,13,2022/23
Zeeshan Maqsood (OMA),10,8,2,223,76*,37.16,201,110.94,0,1,0,20,8,2021/22
Zeeshan Maqsood (OMA),15,11,4,179,56,25.57,175,102.28,0,1,0,17,4,2019/20
Zeeshan Maqsood (OMA),4,4,0,99,34,24.75,107,92.52,0,0,0,13,1,2016/17
Zeeshan Maqsood (OMA),11,10,0,263,52,26.30,204,128.92,0,1,2,36,6,2015/16
Zeeshan Maqsood (OMA),1,1,0,6,6,6.00,4,150.00,0,0,0,0,1,2015
Zeeshan Kukikhel (HUN),4,4,0,24,13,6.00,33,72.72,0,0,0,4,0,2023
Zeeshan Kukikhel (HUN),7,7,0,235,137,33.57,133,176.69,1,0,0,20,17,2022
Zeeshan Kukikhel (HUN),4,4,0,263,82,65.75,150,175.33,0,3,0,37,10,2021
Zeeshan Khan (MLT),9,9,0,211,60,23.44,178,118.53,0,1,0,21,7,2024
Zeeshan Khan (MLT),1,1,0,7,7,7.00,14,50.00,0,0,0,1,0,2021/22
Zeeshan Khan (MLT),1,-,-,-,-,-,-,-,-,-,-,-,-,2020
Zeeshan Khan (MLT),15,15,1,478,115,34.14,342,139.76,1,2,0,59,14,2023
Zeeshan Khan (MLT),5,5,0,60,33,12.00,85,70.58,0,0,2,7,0,2022
Zeeshan Khan (MLT),12,12,0,181,47,15.08,158,114.55,0,0,1,18,3,2021
Zeeshan Ali (HKG),17,15,5,372,70,37.20,241,154.35,0,3,1,33,17,2024
Zeeshan Ali (HKG),15,11,4,182,55*,26.00,131,138.93,0,1,1,16,8,2023/24
Zeeshan Ali (HKG),2,1,0,7,7,7.00,4,175.00,0,0,0,0,1,2022/23
Zeeshan Ali (HKG),10,8,2,134,42,22.33,122,109.83,0,0,0,14,1,2022
Zeeshan Abbas (BHR),3,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
Zeeshan Abbas (BHR),1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,2018/19
Zeerak Chughtai (BUL),6,6,1,83,22,16.60,105,79.04,0,0,0,5,1,2024
Zeerak Chughtai (BUL),2,2,1,64,44,64.00,55,116.36,0,0,0,7,2,2023
Zawar Farid (UAE),4,3,1,2,2,1.00,6,33.33,0,0,1,0,0,2022/23
Zawar Farid (UAE),5,4,1,30,12,10.00,18,166.66,0,0,1,3,2,2021/22
Zawar Farid (UAE),2,2,0,60,55,30.00,47,127.65,0,1,0,4,3,2019/20
Zawar Farid (UAE),2,2,0,7,6,3.50,6,116.66,0,0,0,1,0,2019
Zawar Farid (UAE),5,5,1,64,41,16.00,50,128.00,0,0,0,4,3,2022
Zamir Khan (AFG),1,-,-,-,-,-,-,-,-,-,-,-,-,2011/12
Zameer Khan (DEN),4,4,0,53,22,13.25,71,74.64,0,0,0,4,0,2021/22
Zameer Khan (DEN),2,2,1,60,33,60.00,61,98.36,0,0,0,4,0,2019
Zameer Khan (DEN),2,2,0,24,13,12.00,41,58.53,0,0,0,1,0,2021
Zaman Khan (PAK),1,-,-,-,-,-,-,-,-,-,-,-,-,2024
Zaman Khan (PAK),3,-,-,-,-,-,-,-,-,-,-,-,-,2023/24
Zaman Khan (PAK),3,1,1,8,8*,-,8,100.00,0,0,0,0,1,2022/23
Zaman Khan (PAK),3,1,1,0,0*,-,1,0.00,0,0,0,0,0,2023
Zakir Hasan (BAN),1,1,0,10,10,10.00,9,111.11,0,0,0,1,0,2017/18
Zakir Hasan (BAN),3,3,0,1,1,0.33,10,10.00,0,0,2,0,0,2023
Zaki Ul Hassan (Belg),5,2,2,13,11*,-,11,118.18,0,0,0,1,0,2024
Zaki Ul Hassan (Belg),3,1,0,1,1,1.00,2,50.00,0,0,0,0,0,2019
Zaker Taqawi (SWE),2,1,0,3,3,3.00,7,42.85,0,0,0,0,0,2024
Zaker Taqawi (SWE),5,4,0,21,11,5.25,37,56.75,0,0,1,2,0,2023
Zaker Taqawi (SWE),9,7,4,38,17*,12.66,54,70.37,0,0,0,1,0,2022
Zain ul Tashnam (CRC),3,2,1,17,11,17.00,26,65.38,0,0,0,1,0,2019
Zain Ul Abidin (KSA),4,3,1,18,16*,9.00,19,94.73,0,0,1,1,1,2024
Zain Ul Abidin (KSA),10,6,4,70,32*,35.00,58,120.68,0,0,0,3,2,2023/24
Zain Ul Abidin (KSA),5,4,1,10,5,3.33,19,52.63,0,0,1,1,0,2022/23
Zain Ul Abidin (KSA),4,3,1,16,12*,8.00,18,88.88,0,0,0,1,0,2021/22
Zain Ul Abidin (KSA),5,5,2,56,19,18.66,35,160.00,0,0,1,3,4,2023
Zain Asif (BUL),4,3,0,75,43,25.00,47,159.57,0,0,0,6,6,2023
Zain Ali (ITA),2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2024
Zain Ahmad (Fran),6,6,0,100,52,16.66,77,129.87,0,1,1,13,2,2024
Zain Ahmad (Fran),6,4,0,49,42,12.25,49,100.00,0,0,0,6,1,2023
Zain Ahmad (Fran),5,5,0,21,18,4.20,32,65.62,0,0,3,2,0,2022
Zaid Soulat (BUL),2,2,0,33,32,16.50,50,66.00,0,0,0,4,0,2024
Zaid Soulat (BUL),4,3,2,62,44*,62.00,36,172.22,0,0,0,6,4,2023
Zahoor Khan (UAE),8,-,-,-,-,-,-,-,-,-,-,-,-,2023/24
Zahoor Khan (UAE),6,1,1,1,1*,-,1,100.00,0,0,0,0,0,2022/23
Zahoor Khan (UAE),2,-,-,-,-,-,-,-,-,-,-,-,-,2022
Zahoor Khan (UAE),10,1,1,0,0*,-,0,-,0,0,0,0,0,2021/22
Zahoor Khan (UAE),11,5,2,8,6,2.66,15,53.33,0,0,1,1,0,2019/20
Zahoor Khan (UAE),2,-,-,-,-,-,-,-,-,-,-,-,-,2019
Zahoor Khan (UAE),6,1,0,2,2,2.00,5,40.00,0,0,0,0,0,2018/19
Zahoor Khan (UAE),1,-,-,-,-,-,-,-,-,-,-,-,-,2017
Zahoor Khan (UAE),2,-,-,-,-,-,-,-,-,-,-,-,-,2016/17
Zahoor Khan (UAE),9,1,1,0,0*,-,2,0.00,0,0,0,0,0,2023
Zahir Mohammed (HUN),5,4,0,38,20,9.50,32,118.75,0,0,1,1,4,2023
Zahir Mohammed (HUN),10,10,0,183,78,18.30,121,151.23,0,1,0,14,14,2022
Zahir Mohammed (HUN),4,3,0,79,33,26.33,46,171.73,0,0,0,8,4,2021
Zahir Khan (AFG),1,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
Zahir Khan (AFG),3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,2023
Zahid Zadran (GER),3,1,0,2,2,2.00,2,100.00,0,0,0,0,0,2024
Zahid Zadran (GER),5,3,1,10,4*,5.00,15,66.66,0,0,0,0,0,2023
Zahid Mahmood (PAK),1,-,-,-,-,-,-,-,-,-,-,-,-,2020/21
Zahid Khan (SLE),6,4,0,14,6,3.50,29,48.27,0,0,0,1,0,2022/23
Zahid Khan (SLE),4,4,0,33,27,8.25,32,103.12,0,0,1,3,1,2021/22
Zahid Hussain (CAN),3,2,2,3,2*,-,8,37.50,0,0,0,0,0,2011/12
Zahid Abbas (KENYA),4,3,0,18,9,6.00,21,85.71,0,0,0,1,0,2021
Zaheer Zahiri (Fran),8,6,3,38,20,12.66,36,105.55,0,0,1,3,1,2024
Zaheer Maqsood (UAE),3,1,0,2,2,2.00,5,40.00,0,0,0,0,0,2015/16
Zaheer Ibrahim (QAT),4,4,2,66,33*,33.00,52,126.92,0,0,1,9,0,2021/22
Zaheer Ibrahim (QAT),10,10,2,185,50,23.12,163,113.49,0,1,1,20,5,2019/20
Zaheer Ibrahim (QAT),5,4,0,27,12,6.75,27,100.00,0,0,0,2,1,2019
Zaheer Ibrahim (QAT),5,4,1,39,21,13.00,38,102.63,0,0,1,4,2,2018/19
Zafer Durmaz (TKY),2,2,0,0,0,0.00,6,0.00,0,0,2,0,0,2024
Zafer Durmaz (TKY),2,2,0,0,0,0.00,3,0.00,0,0,2,0,0,2022
Zabiullah Zahid (SWE),1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2024
Zabiullah Zahid (SWE),1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2023
Zabiullah Ibrahimkhel (Aut),1,-,-,-,-,-,-,-,-,-,-,-,-,2021
ZXM Vukusic (CRT),4,4,0,131,53,32.75,91,143.95,0,1,0,5,9,2024
ZR Jabeneke (TAN),4,3,1,25,12*,12.50,29,86.2,0,0,0,0,1,2023/24
ZR Jabeneke (TAN),3,1,1,6,6*,-,13,46.15,0,0,0,0,0,2021/22
ZM Tribe (JER),11,10,3,146,43*,20.85,116,125.86,0,0,0,11,4,2024
ZM Tribe (JER),6,6,0,92,29,15.33,96,95.83,0,0,1,11,0,2021/22
ZM Tribe (JER),3,2,0,18,10,9.00,25,72.00,0,0,0,1,0,2023
ZM Tribe (JER),1,1,1,5,5*,-,11,45.45,0,0,0,0,0,2022
ZK Shem (VAN),1,-,-,-,-,-,-,-,-,-,-,-,-,2019/20
ZK Shem (VAN),2,1,1,1,1*,-,3,33.33,0,0,0,0,0,2018/19
ZK Shem (VAN),2,1,1,0,0*,-,1,0.00,0,0,0,0,0,2019
ZGF Foulkes (NZ),2,1,0,0,0,0.00,1,0.0,0,0,1,0,0,2024
ZE Surkari (CAN),1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2008/09
ZE Surkari (CAN),3,2,0,10,6,5.00,32,31.25,0,0,0,0,0,2008
ZE Matsinhe (MOZ),5,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
ZE Matsinhe (MOZ),4,2,1,7,4*,7.00,9,77.77,0,0,0,0,0,2021/22
ZE Matsinhe (MOZ),7,4,1,10,6*,3.33,17,58.82,0,0,1,0,1,2019/20
ZE Matsinhe (MOZ),6,2,0,24,23,12.00,35,68.57,0,0,0,3,0,2022
ZE Green (NAM),15,7,4,112,42*,37.33,70,160.0,0,0,0,13,3,2023/24
ZE Green (NAM),3,1,0,2,2,2.00,3,66.66,0,0,0,0,0,2022/23
ZE Green (NAM),11,10,0,107,26,10.70,134,79.85,0,0,2,9,1,2021/22
ZE Green (NAM),9,8,2,46,9*,7.66,55,83.63,0,0,1,3,1,2019/20
ZE Green (NAM),11,9,1,137,52*,17.12,144,95.13,0,1,1,13,2,2024
ZE Green (NAM),5,4,1,57,20,19.00,50,114.00,0,0,0,5,0,2022
ZE Green (NAM),7,3,1,33,18*,16.50,23,143.47,0,0,0,1,2,2019
ZB Lion-Cachet (NED),4,4,0,33,14,8.25,48,68.75,0,0,1,0,1,2024
Z Simpson (GIBR),2,-,-,-,-,-,-,-,-,-,-,-,-,2022
Z Shurentsetseg (MNG),12,11,4,20,13,2.85,67,29.85,0,0,4,0,1,2024
Z McLaughlin (CAY),3,2,2,6,4*,-,16,37.50,0,0,0,0,0,2019
Z Makadji (Mali),3,3,0,22,22,7.33,21,104.76,0,0,2,1,1,2023/24
Z Makadji (Mali),2,2,0,2,2,1.00,5,40.00,0,0,1,0,0,2022/23
Z Makadji (Mali),3,3,1,2,1*,1.00,10,20.0,0,0,1,0,0,2024
Z Khan (IND),4,-,-,-,-,-,-,-,-,-,-,-,-,2012/13
Z Khan (IND),1,-,-,-,-,-,-,-,-,-,-,-,-,2012
Z Khan (IND),3,2,1,9,9,9.00,7,128.57,0,0,0,0,1,2010
Z Khan (IND),5,2,1,4,4,4.00,3,133.33,0,0,0,0,0,2009
Z Khan (IND),3,-,-,-,-,-,-,-,-,-,-,-,-,2008/09
Z Khan (IND),1,-,-,-,-,-,-,-,-,-,-,-,-,2006/07
Z Hoque (THA),4,4,1,49,23*,16.33,63,77.77,0,0,0,2,2,2019/20
Z Hoque (THA),3,3,0,46,20,15.33,35,131.42,0,0,0,4,2,2019
Z Groenewald (NAM),4,3,0,19,13,6.33,34,55.88,0,0,0,0,0,2019/20
Z Groenewald (NAM),6,1,1,1,1*,-,1,100.00,0,0,0,0,0,2019
Z Burgess (BER),5,3,1,24,19*,12.00,21,114.28,0,0,0,1,2,2023/24
Z Burgess (BER),5,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
Z Burgess (BER),3,1,0,4,4,4.00,5,80.00,0,0,0,0,0,2021/22
Z Bimenyimana (RWN),8,5,3,16,8,8.00,15,106.66,0,0,1,1,1,2024/25
Z Bimenyimana (RWN),4,1,0,9,9,9.00,7,128.57,0,0,0,0,1,2024
Z Bimenyimana (RWN),21,11,4,36,20,5.14,34,105.88,0,0,4,2,2,2023/24
Z Bimenyimana (RWN),18,13,2,61,15*,5.54,56,108.92,0,0,4,2,4,2022/23
Z Bimenyimana (RWN),4,3,0,25,20,8.33,22,113.63,0,0,0,0,3,2021/22
Z Bimenyimana (RWN),18,16,6,109,30,10.90,79,137.97,0,0,3,8,6,2023
Z Bimenyimana (RWN),5,4,1,38,25*,12.66,19,200.00,0,0,0,2,4,2021
Z Arinaitwe (UGA),3,3,0,28,15,9.33,34,82.35,0,0,0,5,0,2019/20
Z Arinaitwe (UGA),3,3,0,22,15,7.33,26,84.61,0,0,0,3,1,2019
Z Abbasi (BOT),3,3,0,20,16,6.66,13,153.84,0,0,1,2,1,2022
Z Abbasi (BOT),1,1,0,1,1,1.00,5,20.00,0,0,0,0,0,2019
Yves Cyusa (RWN),9,7,0,77,30,11.00,81,95.06,0,0,0,6,3,2024/25
Yves Cyusa (RWN),6,4,1,94,61,31.33,63,149.20,0,1,0,10,4,2024
Yuvraj Singh (IND),3,3,0,43,27,14.33,35,122.85,0,0,0,2,3,2016/17
Yuvraj Singh (IND),15,11,3,166,35,20.75,159,104.40,0,0,1,14,8,2015/16
Yuvraj Singh (IND),7,6,1,177,77*,35.40,137,129.19,0,2,0,16,9,2013/14
Yuvraj Singh (IND),9,8,1,190,72,27.14,132,143.93,0,1,0,10,14,2012/13
Yuvraj Singh (IND),1,1,0,34,34,34.00,26,130.76,0,0,0,1,2,2012
Yuvraj Singh (IND),1,1,0,12,12,12.00,13,92.30,0,0,0,1,0,2010/11
Yuvraj Singh (IND),5,5,1,74,37,18.50,70,105.71,0,0,0,4,3,2010
Yuvraj Singh (IND),2,2,1,66,60*,66.00,33,200.00,0,1,0,3,5,2009/10
Yuvraj Singh (IND),5,5,1,153,67,38.25,99,154.54,0,1,0,10,9,2009
Yuvraj Singh (IND),3,3,0,83,50,27.66,58,143.10,0,1,0,6,6,2008/09
Yuvraj Singh (IND),7,6,1,179,70,35.80,101,177.22,0,2,0,10,15,2007/08
Yusuf Ebrahim (PAN),4,4,0,34,14,8.50,70,48.57,0,0,0,2,0,2023/24
Yusuf Ebrahim (PAN),6,6,0,53,19,8.83,66,80.30,0,0,1,6,0,2021/22
Yusuf Ebrahim (PAN),3,3,1,137,72,68.50,97,141.23,0,1,0,14,5,2019
Yusuf Bhoola (PAN),5,5,1,30,18,7.50,44,68.18,0,0,0,4,0,2021/22
Yousuf Ali (QAT),2,1,0,4,4,4.00,3,133.33,0,0,0,1,0,2023/24
Yousuf Ali (QAT),1,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
Yousuf Ali (QAT),1,-,-,-,-,-,-,-,-,-,-,-,-,2023
Yousif Wali (BHR),1,1,0,2,2,2.00,2,100.00,0,0,0,0,0,2022/23
Yousif Wali (BHR),1,-,-,-,-,-,-,-,-,-,-,-,-,2023
Yousef Shadzehisarjou (Iran),3,3,0,73,39,24.33,106,68.86,0,0,0,9,0,2019/20
Younis Khan (PAK),3,3,0,10,5,3.33,18,55.55,0,0,0,0,0,2010/11
Younis Khan (PAK),7,6,3,172,50,57.33,123,139.83,0,1,0,11,3,2009
Younis Khan (PAK),3,3,0,37,24,12.33,47,78.72,0,0,1,2,0,2008/09
Younis Khan (PAK),10,9,0,222,51,24.66,171,129.82,0,1,0,18,9,2007/08
Younis Khan (PAK),1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,2006/07
Younis Khan (PAK),1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2006
Yogev Nagavkar (ISR),3,3,0,38,26,12.66,58,65.51,0,0,0,3,0,2024
Yogev Nagavkar (ISR),2,2,0,39,39,19.50,45,86.66,0,0,1,5,0,2022
Yin Chenhao (CHN),3,2,0,2,2,1.00,13,15.38,0,0,1,0,0,2023
Yasser Nazir (BHR),1,1,0,0,0,0.00,4,0.00,0,0,1,0,0,2022/23
Yasser Nazir (BHR),1,1,0,4,4,4.00,14,28.57,0,0,0,0,0,2023
Yasir Shah (PAK),2,1,1,11,11*,-,7,157.14,0,0,0,1,0,2011
Yasir Mohammad (USA),3,2,0,6,5,3.00,9,66.66,0,0,0,0,0,2024
Yasir Mohammad (USA),2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,2021/22
Yasir Mohammad (USA),1,1,0,16,16,16.00,25,64.00,0,0,0,0,0,2022
Yasir Mehmood (CYP),4,3,3,55,31*,-,52,105.76,0,0,0,2,3,2021/22
Yasir Arafat (PAK),4,2,0,11,8,5.50,16,68.75,0,0,0,1,0,2012/13
Yasir Arafat (PAK),2,2,0,17,15,8.50,22,77.27,0,0,0,0,1,2012
Yasir Arafat (PAK),2,2,2,14,9*,-,9,155.55,0,0,0,2,0,2009/10
Yasir Arafat (PAK),1,1,0,4,4,4.00,6,66.66,0,0,0,0,0,2009
Yasir Arafat (PAK),4,4,2,46,17,23.00,26,176.92,0,0,0,5,1,2007/08
Yasir Ali (ESP),11,10,2,165,52,20.62,183,90.16,0,1,0,19,0,2024
Yasir Ali (ESP),4,4,0,47,43,11.75,52,90.38,0,0,1,2,2,2022/23
Yasir Ali (ESP),6,6,3,225,80*,75.00,185,121.62,0,1,0,17,10,2019/20
Yasir Ali (ESP),5,5,1,100,57,25.00,95,105.26,0,1,1,6,5,2019
Yasir Ali (ESP),9,8,2,195,65*,32.50,192,101.56,0,1,0,14,5,2022
Yasir Ali (ESP),3,3,0,23,19,7.66,46,50.00,0,0,1,0,1,2021
Yasir Ali (BAN),7,7,2,61,42*,12.20,47,129.78,0,0,0,7,2,2022/23
Yasir Ali (BAN),1,1,0,8,8,8.00,7,114.28,0,0,0,1,0,2021/22
Yasir Ali (BAN),1,1,0,34,34,34.00,16,212.50,0,0,0,3,2,2023
Yasir Ali (BAN),2,2,1,25,21*,25.00,20,125.00,0,0,0,1,1,2022
Yasim Murtaza (HKG),17,13,1,109,16,9.08,102,106.86,0,0,0,9,4,2024
Yasim Murtaza (HKG),16,14,2,233,52,19.41,180,129.44,0,1,1,15,12,2023/24
Yasim Murtaza (HKG),4,4,1,110,45,36.66,73,150.68,0,0,0,6,6,2022/23
Yasim Murtaza (HKG),10,9,0,162,58,18.00,160,101.25,0,1,0,19,3,2022
Yash Talati (KENYA),2,-,-,-,-,-,-,-,-,-,-,-,-,2022
Yash Singh (MLT),6,1,0,3,3,3.00,12,25.00,0,0,0,0,0,2023
Yasar Idrees (KUW),1,1,0,8,8,8.00,4,200.00,0,0,0,0,1,2018/19
Yasar Haroon (BRA),1,1,0,24,24,24.00,28,85.71,0,0,0,4,0,2024/25
Yasar Haroon (BRA),4,4,0,45,29,11.25,62,72.58,0,0,0,4,1,2019/20
Yamin Ahmadzai (AFG),2,1,1,1,1*,-,1,100.00,0,0,0,0,0,2015/16
Yair Nagavkar (ISR),4,4,1,40,32*,13.33,52,76.92,0,0,1,2,0,2024
Yair Nagavkar (ISR),4,3,1,14,7,7.00,19,73.68,0,0,0,1,0,2022
Yadwinder Singh (HUN),1,1,1,9,9*,-,13,69.23,0,0,0,1,0,2023
YYM Jakda (LES),7,5,0,11,10,2.20,10,110.00,0,0,3,0,1,2022/23
YYM Jakda (LES),6,6,0,13,6,2.16,15,86.66,0,0,3,1,1,2021/22
YSD Seneveratne (CAY),4,4,0,123,74,30.75,109,112.84,0,1,0,12,6,2022/23
YSD Seneveratne (CAY),6,6,0,48,19,8.00,79,60.75,0,0,1,5,1,2019
YS Chahal (IND),6,-,-,-,-,-,-,-,-,-,-,-,-,2022/23
YS Chahal (IND),15,-,-,-,-,-,-,-,-,-,-,-,-,2022
YS Chahal (IND),5,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
YS Chahal (IND),6,-,-,-,-,-,-,-,-,-,-,-,-,2020/21
YS Chahal (IND),11,1,0,1,1,1.00,2,50.00,0,0,0,0,0,2019/20
YS Chahal (IND),5,2,1,1,1,1.00,7,14.28,0,0,0,0,0,2018/19
YS Chahal (IND),5,-,-,-,-,-,-,-,-,-,-,-,-,2018
YS Chahal (IND),14,1,1,3,3*,-,2,150.00,0,0,0,0,0,2017/18
YS Chahal (IND),1,-,-,-,-,-,-,-,-,-,-,-,-,2017
YS Chahal (IND),3,-,-,-,-,-,-,-,-,-,-,-,-,2016/17
YS Chahal (IND),3,-,-,-,-,-,-,-,-,-,-,-,-,2016
YS Chahal (IND),5,2,2,1,1*,-,2,50.00,0,0,0,0,0,2023
YS Chahal (IND),1,-,-,-,-,-,-,-,-,-,-,-,-,2021
YM Nkanya (TAN),11,5,3,9,4*,4.50,21,42.85,0,0,2,0,0,2023/24
YM Nkanya (TAN),23,4,3,1,1*,1.00,4,25.0,0,0,1,0,0,2022/23
YM Nkanya (TAN),5,-,-,-,-,-,-,-,-,-,-,-,-,2022
YM Nkanya (TAN),12,4,1,0,0*,0.00,8,0.0,0,0,3,0,0,2023
YK Pathan (IND),2,1,0,10,10,10.00,12,83.33,0,0,0,1,0,2011/12
YK Pathan (IND),1,1,1,15,15*,-,6,250.00,0,0,0,0,2,2011
YK Pathan (IND),1,1,0,6,6,6.00,8,75.00,0,0,0,0,0,2010/11
YK Pathan (IND),7,6,1,83,37*,16.60,62,133.87,0,0,0,4,6,2010
YK Pathan (IND),2,1,0,0,0,0.00,2,0.00,0,0,1,0,0,2009/10
YK Pathan (IND),5,4,2,65,33*,32.50,43,151.16,0,0,1,4,3,2009
YK Pathan (IND),3,3,1,42,22*,21.00,20,210.00,0,0,1,1,5,2008/09
YK Pathan (IND),1,1,0,15,15,15.00,8,187.50,0,0,0,1,1,2007/08
YJC Altamirano (CRC),2,2,1,1,1*,1.00,2,50.00,0,0,1,0,0,2024
YI Patel (KUW),14,8,5,68,31,22.66,88,77.27,0,0,0,3,0,2023/24
YI Patel (KUW),1,1,1,0,0*,-,1,0.0,0,0,0,0,0,2022/23
YI Patel (KUW),15,6,1,31,8,6.20,41,75.60,0,0,1,2,0,2024
YI Patel (KUW),5,2,1,5,4,5.00,8,62.5,0,0,0,0,0,2023
YI Patel (KUW),6,3,3,9,9*,-,7,128.57,0,0,0,0,1,2022
YC Latouche (CRC),1,1,1,0,0*,-,0,-,0,0,0,0,0,2024
YBK Jaiswal (IND),9,9,0,270,68,30.00,166,162.65,0,3,1,30,16,2023/24
YBK Jaiswal (IND),6,6,1,221,93*,44.20,130,170.00,0,1,0,27,10,2024
YBK Jaiswal (IND),8,7,1,232,100,38.66,144,161.11,1,1,1,25,12,2023
YA Abdulla (SA),1,-,-,-,-,-,-,-,-,-,-,-,-,2009/10
YA Abdulla (SA),1,-,-,-,-,-,-,-,-,-,-,-,-,2008/09
Y Saranonnakkun (THA),4,4,0,50,25,12.50,43,116.27,0,0,0,4,3,2024/25
Y Saranonnakkun (THA),5,5,0,24,11,4.80,42,57.14,0,0,0,1,0,2024
Y Saranonnakkun (THA),7,2,1,20,12,20.00,28,71.42,0,0,0,2,0,2023/24
Y Saranonnakkun (THA),3,3,0,15,13,5.00,22,68.18,0,0,1,1,1,2023
Y Saranonnakkun (THA),6,6,1,19,13,3.80,35,54.28,0,0,2,2,0,2022
Y Naing Tun (MYAN),2,2,0,2,2,1.00,13,15.38,0,0,1,0,0,2023/24
Y Naing Tun (MYAN),3,3,1,16,11,8.00,22,72.72,0,0,1,1,0,2024
Y Naing Tun (MYAN),4,4,0,49,19,12.25,80,61.25,0,0,0,5,1,2023
Y Mitari (RWN),14,7,3,9,3*,2.25,19,47.36,0,0,2,0,0,2022/23
Y Mitari (RWN),3,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
Y Mitari (RWN),2,1,1,0,0*,-,0,-,0,0,0,0,0,2021
Y Konate (Mali),5,5,0,16,11,3.20,41,39.02,0,0,2,2,0,2024
Y Jalloh (SLE),6,5,0,13,7,2.60,47,27.65,0,0,2,0,0,2023/24
Y Divekar (ISR),3,3,1,13,11,6.50,18,72.22,0,0,1,0,1,2024
Y Cariah (WI),2,2,2,3,2*,-,4,75.00,0,0,0,0,0,2022/23
Xie Qiulai (CHN),1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,2023/24
Xie Kunkun (CHN),4,4,0,8,5,2.00,36,22.22,0,0,1,0,0,2023
